SPD,ANG,TRQ,ANOMALY
2.0,-73.0,2460.0,0
2.0,-74.0,2448.0,0
2.0,-75.0,2499.0,0
2.0,-76.0,2442.0,0
2.0,-76.0,2461.0,0
2.0,-77.0,2461.0,0
2.0,-79.0,2512.0,0
2.0,-80.0,2525.0,0
2.0,-82.0,2570.0,0
2.0,-83.0,2593.0,0
2.0,-82.0,2590.0,0
2.0,-84.0,2624.0,0
2.0,-85.0,2633.0,0
2.0,-85.0,2649.0,0
2.0,-87.0,2695.0,0
2.0,-88.0,2642.0,0
2.0,-89.0,2658.0,0
2.0,-89.0,2661.0,0
2.0,-91.0,2700.0,0
2.0,-92.0,2741.0,0
2.0,-91.0,2730.0,0
2.0,-92.0,2763.0,0
2.0,-92.0,2783.0,0
2.0,-94.0,2817.0,0
2.0,-95.0,2815.0,0
2.0,-96.0,2811.0,0
2.0,-96.0,2810.0,0
2.0,-97.0,2809.0,0
2.0,-96.0,2861.0,0
2.0,-96.0,2819.0,0
2.0,-96.0,2807.0,0
2.0,-95.0,2825.0,0
2.0,-95.0,2821.0,0
2.0,-96.0,2827.0,0
2.0,-96.0,2835.0,0
2.0,-95.0,2822.0,0
2.0,-94.0,2831.0,0
2.0,-93.0,2794.0,0
2.0,-90.0,2778.0,0
2.0,-89.0,2759.0,0
2.0,-88.0,2715.0,0
2.0,-86.0,2708.0,0
2.0,-86.0,2666.0,0
2.0,-85.0,2663.0,0
2.0,-77.0,2539.0,0
2.0,-72.0,2421.0,0
2.0,-66.0,2390.0,0
2.0,-58.0,2427.0,0
2.0,-37.0,2440.0,0
2.0,-23.0,2442.0,0
2.0,-5.0,2442.0,0
2.0,12.0,2442.0,0
2.0,26.0,2443.0,0
2.0,37.0,2442.0,0
2.0,47.0,2442.0,0
2.0,61.0,2442.0,0
2.0,77.0,2690.0,0
2.0,68.0,2418.0,0
2.0,62.0,2448.0,0
2.0,76.0,2610.0,0
2.0,67.0,2373.0,0
2.0,71.0,2465.0,0
2.0,76.0,2400.0,0
2.0,74.0,2526.0,0
2.0,74.0,2569.0,0
2.0,75.0,2554.0,0
2.0,75.0,2455.0,0
2.0,75.0,2600.0,0
2.0,75.0,2594.0,0
2.0,75.0,2552.0,0
2.0,75.0,2669.0,0
2.0,72.0,2431.0,0
2.0,69.0,2511.0,0
2.0,59.0,2451.0,0
2.0,44.0,2442.0,0
2.0,24.0,2442.0,0
2.0,-1.0,2442.0,0
2.0,-27.0,2442.0,0
2.0,-65.0,2400.0,0
2.0,-80.0,2497.0,0
2.0,-70.0,2377.0,0
2.0,-80.0,2544.0,0
2.0,-80.0,2553.0,0
2.0,-87.0,2614.0,0
2.0,-88.0,2622.0,0
2.0,-90.0,2668.0,0
2.0,-93.0,2724.0,0
2.0,-94.0,2769.0,0
2.0,-97.0,2774.0,0
2.0,-99.0,2812.0,0
2.0,-99.0,2837.0,0
2.0,-101.0,2841.0,0
2.0,-102.0,2881.0,0
2.0,-101.0,2859.0,0
2.0,-98.0,2788.0,0
2.0,-99.0,2840.0,0
2.0,-96.0,2825.0,0
2.0,-98.0,2871.0,0
2.0,-97.0,2813.0,0
2.0,-97.0,2826.0,0
2.0,-92.0,2779.0,0
2.0,-93.0,2782.0,0
2.0,-92.0,2756.0,0
2.0,-91.0,2799.0,0
2.0,-90.0,2731.0,0
2.0,-90.0,2716.0,0
2.0,-89.0,2700.0,0
2.0,-89.0,2686.0,0
2.0,-89.0,2693.0,0
2.0,-85.0,2628.0,0
2.0,-85.0,2656.0,0
2.0,-83.0,2621.0,0
2.0,-81.0,2614.0,0
2.0,-79.0,2527.0,0
2.0,-79.0,2561.0,0
2.0,-75.0,2470.0,0
2.0,-66.0,2393.0,0
2.0,-58.0,2385.0,0
2.0,-52.0,2442.0,0
2.5,-47.0,2442.0,0
2.5,-38.0,2442.0,0
2.5,-27.0,2443.0,0
