SPd,ANG,TRQ,ANOMALY
3.5,74,2600,0
4,75,2517,0
4,74,2498,0
4,75,2633,0
4,75,2442,0
4,75,2431,0
4,74,2615,0
4,75,2607,0
4,74,2512,0
4,74,2476,0
4,74,2606,0
4,74,2627,0
4,75,2589,0
4,75,2418,0
4,75,2426,0
4,74,2621,0
4,74,2620,0
4,74,2587,0
4,74,2586,0
4,75,2518,0
4,74,2585,0
4,74,2465,0
4,74,2459,0
4,74,2573,0
4,74,2618,0
4,75,2469,0
4,75,2579,0
4,76,2613,0
4,75,2448,0
4,76,2525,0
4,76,2536,0
4,76,2633,0
4,77,2613,0
4,76,2618,0
4,77,2533,0
4,76,2580,0
3.5,77,2587,0
3.5,77,2575,0
3.5,77,2565,0
3.5,77,2619,0
3.5,77,2660,0
3.5,77,2680,0
3.5,78,2621,0
3.5,78,2675,0
3.5,77,2546,0
3.5,77,2567,0
3.5,77,2569,0
3.5,77,2683,0
3.5,77,2679,0
3.5,78,2576,0
3.5,78,2596,0
3.5,78,2664,0
3.5,77,2685,0
3.5,78,2630,0
3.5,78,2604,0
3.5,78,2655,0
3.5,77,2648,0
3.5,78,2503,0
3.5,78,2686,0
3.5,78,2632,0
3.5,78,2579,0
3.5,78,2595,0
3.5,77,2678,0
3.5,77,2670,0
3.5,78,2586,0
3.5,77,2594,0
3.5,78,2656,0
3.5,77,2692,0
3.5,77,2611,0
3.5,78,2671,0
3.5,78,2668,0
3.5,77,2669,0
3.5,77,2672,0
3.5,77,2651,0
3.5,76,2678,0
3.5,77,2612,0
3.5,76,2672,0
3.5,76,2652,0
3.5,76,2659,0
3.5,76,2629,0
4,76,2682,0
4,76,2631,0
4,76,2665,0
4,77,2664,0
4,76,2663,0
4,77,2657,0
4,78,2647,0
4,78,2686,0
4,78,2660,0
4,78,2616,0
4,78,2693,0
4,78,2671,0
4,77,2646,0
4,79,2669,0
4,79,2681,0
4,78,2687,0
4,78,2672,0
4,78,2694,0
